record_id,source,source_record_reference,data_origin,original_text,normalized_text,language,pii_removed,duplicate_candidate,date_or_period,service_hint,notes
"QI-RAW-0036","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:vendor_eval:faqs","SYNTHETIC_FAQ","Do you take commissions from vendors?","do you take commissions from vendors?","ENGLISH",false,false,"2026-08-25","vendor_eval","Structured service FAQ for vendor_eval"
"QI-RAW-0037","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:digital_trans:buyerQuestions","SYNTHETIC_CANONICAL","How do we digitize manual operations without disrupting business?","how do we digitize manual operations without disrupting business?","ENGLISH",false,false,"2026-08-25","digital_trans","Structured buyer problem question for service digital_trans"
"QI-RAW-0038","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:digital_trans:faqs","SYNTHETIC_FAQ","How long does a transformation roadmap take?","how long does a transformation roadmap take?","ENGLISH",false,false,"2026-08-25","digital_trans","Structured service FAQ for digital_trans"
"QI-RAW-0039","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:systems_arch:buyerQuestions","SYNTHETIC_CANONICAL","Why is WhatsApp or Excel failing as our operating system?","why is whatsapp or excel failing as our operating system?","ENGLISH",false,false,"2026-08-25","systems_arch","Structured buyer problem question for service systems_arch"
"QI-RAW-0040","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:systems_arch:faqs","SYNTHETIC_FAQ","Why avoid off-the-shelf ERPs?","why avoid off-the-shelf erps?","ENGLISH",false,false,"2026-08-25","systems_arch","Structured service FAQ for systems_arch"
"QI-RAW-0041","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:tech_roadmaps:buyerQuestions","SYNTHETIC_CANONICAL","How do we architect our platform for 10x traffic growth?","how do we architect our platform for 10x traffic growth?","ENGLISH",false,false,"2026-08-25","tech_roadmaps","Structured buyer problem question for service tech_roadmaps"
"QI-RAW-0042","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:tech_roadmaps:faqs","SYNTHETIC_FAQ","What is included in the roadmap?","what is included in the roadmap?","ENGLISH",false,false,"2026-08-25","tech_roadmaps","Structured service FAQ for tech_roadmaps"
"QI-RAW-0043","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:fractional_cto:buyerQuestions","SYNTHETIC_CANONICAL","Can we get CTO-level technical leadership on a fractional basis?","can we get cto-level technical leadership on a fractional basis?","ENGLISH",false,false,"2026-08-25","fractional_cto","Structured buyer problem question for service fractional_cto"
"QI-RAW-0044","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:fractional_cto:faqs","SYNTHETIC_FAQ","How many hours per week?","how many hours per week?","ENGLISH",false,false,"2026-08-25","fractional_cto","Structured service FAQ for fractional_cto"
"QI-RAW-0045","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:website:buyerQuestions","SYNTHETIC_CANONICAL","Why should we choose custom Next.js over template WordPress?","why should we choose custom next.js over template wordpress?","ENGLISH",false,false,"2026-08-25","website","Structured buyer problem question for service website"
"QI-RAW-0046","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:website:faqs","SYNTHETIC_FAQ","Do you build on WordPress templates?","do you build on wordpress templates?","ENGLISH",false,false,"2026-08-25","website","Structured service FAQ for website"
"QI-RAW-0047","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:redesign:buyerQuestions","SYNTHETIC_CANONICAL","How do we redesign our site without losing organic search traffic?","how do we redesign our site without losing organic search traffic?","ENGLISH",false,false,"2026-08-25","redesign","Structured buyer problem question for service redesign"
"QI-RAW-0048","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:redesign:faqs","SYNTHETIC_FAQ","Will my rankings drop during redesign?","will my rankings drop during redesign?","ENGLISH",false,false,"2026-08-25","redesign","Structured service FAQ for redesign"
"QI-RAW-0049","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:small_business:buyerQuestions","SYNTHETIC_CANONICAL","What does a professional clinic or service website need?","what does a professional clinic or service website need?","ENGLISH",false,false,"2026-08-25","small_business","Structured buyer problem question for service small_business"
"QI-RAW-0050","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:small_business:faqs","SYNTHETIC_FAQ","Can appointment forms be integrated?","can appointment forms be integrated?","ENGLISH",false,false,"2026-08-25","small_business","Structured service FAQ for small_business"
"QI-RAW-0051","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:landing_page:buyerQuestions","SYNTHETIC_CANONICAL","Why are our Google/Meta ad leads expensive?","why are our google/meta ad leads expensive?","ENGLISH",false,false,"2026-08-25","landing_page","Structured buyer problem question for service landing_page"
"QI-RAW-0052","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:landing_page:faqs","SYNTHETIC_FAQ","Do you handle ad spend management?","do you handle ad spend management?","ENGLISH",false,false,"2026-08-25","landing_page","Structured service FAQ for landing_page"
"QI-RAW-0053","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:conversion_opt:buyerQuestions","SYNTHETIC_CANONICAL","How do we double conversion rates from existing traffic?","how do we double conversion rates from existing traffic?","ENGLISH",false,false,"2026-08-25","conversion_opt","Structured buyer problem question for service conversion_opt"
"QI-RAW-0054","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:conversion_opt:faqs","SYNTHETIC_FAQ","What results can we expect?","what results can we expect?","ENGLISH",false,false,"2026-08-25","conversion_opt","Structured service FAQ for conversion_opt"
"QI-RAW-0055","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:seo_ready:buyerQuestions","SYNTHETIC_CANONICAL","Is the website built SEO-ready from day one?","is the website built seo-ready from day one?","ENGLISH",false,false,"2026-08-25","seo_ready","Structured buyer problem question for service seo_ready"
"QI-RAW-0056","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:seo_ready:faqs","SYNTHETIC_FAQ","Does this include monthly SEO?","does this include monthly seo?","ENGLISH",false,false,"2026-08-25","seo_ready","Structured service FAQ for seo_ready"
"QI-RAW-0057","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:seo:buyerQuestions","SYNTHETIC_CANONICAL","How long does organic SEO take to yield results?","how long does organic seo take to yield results?","ENGLISH",false,false,"2026-08-25","seo","Structured buyer problem question for service seo"
"QI-RAW-0058","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:seo:faqs","SYNTHETIC_FAQ","Do you guarantee #1 rankings?","do you guarantee #1 rankings?","ENGLISH",false,false,"2026-08-25","seo","Structured service FAQ for seo"
"QI-RAW-0059","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:geo:buyerQuestions","SYNTHETIC_CANONICAL","How do we get featured in ChatGPT and Perplexity recommendations?","how do we get featured in chatgpt and perplexity recommendations?","ENGLISH",false,false,"2026-08-25","geo","Structured buyer problem question for service geo"
"QI-RAW-0060","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:geo:faqs","SYNTHETIC_FAQ","What is GEO?","what is geo?","ENGLISH",false,false,"2026-08-25","geo","Structured service FAQ for geo"
"QI-RAW-0061","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:local_seo:buyerQuestions","SYNTHETIC_CANONICAL","How do local clinics attract nearby patients via search?","how do local clinics attract nearby patients via search?","ENGLISH",false,false,"2026-08-25","local_seo","Structured buyer problem question for service local_seo"
"QI-RAW-0062","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:local_seo:faqs","SYNTHETIC_FAQ","How fast do local search rankings improve?","how fast do local search rankings improve?","ENGLISH",false,false,"2026-08-25","local_seo","Structured service FAQ for local_seo"
"QI-RAW-0063","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:social_media:buyerQuestions","SYNTHETIC_CANONICAL","Do you offer social media content design?","do you offer social media content design?","ENGLISH",false,false,"2026-08-25","social_media","Structured buyer problem question for service social_media"
"QI-RAW-0064","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:social_media:faqs","SYNTHETIC_FAQ","Does this include ad spend management?","does this include ad spend management?","ENGLISH",false,false,"2026-08-25","social_media","Structured service FAQ for social_media"
"QI-RAW-0065","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:ai_automation:buyerQuestions","SYNTHETIC_CANONICAL","How can n8n or AI automate our business workflows?","how can n8n or ai automate our business workflows?","ENGLISH",false,false,"2026-08-25","ai_automation","Structured buyer problem question for service ai_automation"
"QI-RAW-0066","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:ai_automation:faqs","SYNTHETIC_FAQ","Do we need expensive enterprise licenses?","do we need expensive enterprise licenses?","ENGLISH",false,false,"2026-08-25","ai_automation","Structured service FAQ for ai_automation"
"QI-RAW-0067","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:crm_automation:buyerQuestions","SYNTHETIC_CANONICAL","Can website leads automatically trigger WhatsApp notifications and CRM updates?","can website leads automatically trigger whatsapp notifications and crm updates?","ENGLISH",false,false,"2026-08-25","crm_automation","Structured buyer problem question for service crm_automation"
"QI-RAW-0068","canonicalRegistry.ts","canonicalRegistry.ts:CANONICAL_SERVICES:crm_automation:faqs","SYNTHETIC_FAQ","How fast are WhatsApp lead alerts delivered?","how fast are whatsapp lead alerts delivered?","ENGLISH",false,false,"2026-08-25","crm_automation","Structured service FAQ for crm_automation"
"QI-RAW-0069","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:18","REAL_SEARCH_QUERY","कीवर्ड","कीवर्ड","HINDI",false,true,"2026-08-06","Volume","Organic search query term from keyword master list"
"QI-RAW-0070","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:20","REAL_SEARCH_QUERY","IT consulting services","it consulting services","ENGLISH",false,true,"2026-08-06","14,800","Organic search query term from keyword master list"
"QI-RAW-0071","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:21","REAL_SEARCH_QUERY","AI automation agency","ai automation agency","ENGLISH",false,true,"2026-08-06","12,100","Organic search query term from keyword master list"
"QI-RAW-0072","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:22","REAL_SEARCH_QUERY","business IT consulting services","business it consulting services","ENGLISH",false,true,"2026-08-06","9,900","Organic search query term from keyword master list"
"QI-RAW-0073","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:23","REAL_SEARCH_QUERY","ERP consultant","erp consultant","ENGLISH",false,false,"2026-08-06","8,100","Organic search query term from keyword master list"
"QI-RAW-0074","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:24","REAL_SEARCH_QUERY","AI consulting services","ai consulting services","ENGLISH",false,true,"2026-08-06","5,400","Organic search query term from keyword master list"
"QI-RAW-0075","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:25","REAL_SEARCH_QUERY","Business Process Automation","business process automation","ENGLISH",false,true,"2026-08-06","4,400","Organic search query term from keyword master list"
"QI-RAW-0076","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:26","REAL_SEARCH_QUERY","business automation agency","business automation agency","ENGLISH",false,false,"2026-08-06","1,300","Organic search query term from keyword master list"
"QI-RAW-0077","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:27","REAL_SEARCH_QUERY","ERP consultant companies","erp consultant companies","ENGLISH",false,false,"2026-08-06","880","Organic search query term from keyword master list"
"QI-RAW-0078","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:28","REAL_SEARCH_QUERY","ERP consultant services","erp consultant services","ENGLISH",false,false,"2026-08-06","1,000","Organic search query term from keyword master list"
"QI-RAW-0079","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:29","REAL_SEARCH_QUERY","ERP consultant company","erp consultant company","ENGLISH",false,false,"2026-08-06","720","Organic search query term from keyword master list"
"QI-RAW-0080","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:30","REAL_SEARCH_QUERY","functional ERP consultant","functional erp consultant","ENGLISH",false,false,"2026-08-06","590","Organic search query term from keyword master list"
"QI-RAW-0081","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:31","REAL_SEARCH_QUERY","business process automation services","business process automation services","ENGLISH",false,true,"2026-08-06","590","Organic search query term from keyword master list"
"QI-RAW-0082","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:32","REAL_SEARCH_QUERY","AI adoption strategy","ai adoption strategy","ENGLISH",false,true,"2026-08-06","590","Organic search query term from keyword master list"
"QI-RAW-0083","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:33","REAL_SEARCH_QUERY","generative AI consulting services","generative ai consulting services","ENGLISH",false,true,"2026-08-06","480","Organic search query term from keyword master list"
"QI-RAW-0084","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:34","REAL_SEARCH_QUERY","AI automation agency services","ai automation agency services","ENGLISH",false,true,"2026-08-06","480","Organic search query term from keyword master list"
"QI-RAW-0085","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:35","REAL_SEARCH_QUERY","fractional CTO services","fractional cto services","ENGLISH",false,true,"2026-08-06","480","Organic search query term from keyword master list"
"QI-RAW-0086","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:36","REAL_SEARCH_QUERY","types of IT consulting services","types of it consulting services","ENGLISH",false,true,"2026-08-06","480","Organic search query term from keyword master list"
"QI-RAW-0087","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:37","REAL_SEARCH_QUERY","healthcare IT consulting services","healthcare it consulting services","ENGLISH",false,true,"2026-08-06","390","Organic search query term from keyword master list"
"QI-RAW-0088","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:38","REAL_SEARCH_QUERY","IT consulting services near me","it consulting services near me","ENGLISH",false,true,"2026-08-06","390","Organic search query term from keyword master list"
"QI-RAW-0089","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:39","REAL_SEARCH_QUERY","strategic IT consulting services","strategic it consulting services","ENGLISH",false,true,"2026-08-06","390","Organic search query term from keyword master list"
"QI-RAW-0090","DigiXPro-Keyword-Master-List-Site-Architecture.md","DigiXPro-Keyword-Master-List-Site-Architecture.md:line:40","REAL_SEARCH_QUERY","IT consulting services company","it consulting services company","ENGLISH",false,true,"2026-08-06","320","Organic search query term from keyword master list"
